Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,log_KM
12450,47,117430,Diesel,90,1,0,2000,3,1165,11.673606206034355
10500,55,117175,Petrol,110,1,0,1600,4,1035,11.671432356998142
10750,54,115558,Petrol,110,1,0,1600,4,1035,11.657536501029403
8950,53,115113,Petrol,97,1,0,1400,3,1025,11.65367822067553
10500,54,115046,Diesel,69,1,0,1900,5,1140,11.653096019504241
5150,56,113997,Diesel,72,1,0,2000,5,1135,11.643936183363088
10950,49,107859,Petrol,97,0,0,1400,5,1060,11.588589368891219
9450,52,104805,Petrol,97,1,0,1400,3,1025,11.559866301138648
9950,54,103454,Petrol,110,1,0,1600,5,1075,11.546892014533501
10950,51,103018,Diesel,69,0,0,1900,5,1140,11.542668716219426
11900,47,102352,Petrol,110,1,0,1600,5,1080,11.536182901846974
9950,50,102030,Petrol,97,1,0,1400,5,1060,11.53303196766023
11950,54,101352,Petrol,110,0,0,1600,5,1080,11.526364751836734
7900,50,99865,Petrol,110,1,0,1600,4,1035,11.511584566367388
10950,52,99323,Petrol,110,1,0,1600,3,1055,11.506142512673396
8950,48,98100,Diesel,69,1,0,1900,5,1140,11.493752839181418
11950,51,98040,Petrol,110,0,0,1600,5,1080,11.493141037508432
10900,49,97600,Petrol,110,1,0,1600,3,1045,11.488643018250334
9950,55,97234,Petrol,110,0,0,1600,5,1080,11.484886007938982
9950,51,96135,Diesel,72,0,0,2000,3,1115,11.473519134591136
10950,54,96100,Petrol,110,1,0,1600,5,1080,11.473155000731508
8950,55,94401,Diesel,72,0,0,2000,3,1115,11.45531753834984
8950,55,94122,Petrol,86,1,0,1300,3,1015,11.452357716536472
10500,49,91340,Petrol,110,1,0,1600,3,1055,11.422355034785037
8950,53,90200,Petrol,97,0,0,1400,3,1025,11.409795792463761
9250,53,90097,Diesel,69,1,0,1900,5,1140,11.408653245791792
11500,48,89049,Petrol,97,1,0,1400,5,1060,11.396953288717807
9750,52,89000,Petrol,110,0,0,1600,5,1075,11.39640288460621
9950,45,87274,Petrol,110,1,0,1600,3,1040,11.376819331973238
11450,49,86221,Petrol,110,0,0,1600,3,1045,11.364680644506228
12500,54,84598,Petrol,110,0,0,1600,5,1075,11.345677725193484
10500,50,83567,Petrol,110,0,0,1600,5,1075,11.33341595067608
12950,50,83106,Petrol,110,1,0,1600,5,1075,11.327884213156308
12200,50,82805,Petrol,110,1,0,1600,3,1040,11.324255801516095
10950,50,82735,Petrol,97,1,0,1400,3,1030,11.323410094636003
10950,54,81905,Petrol,110,1,0,1600,5,1105,11.313327527231033
11290,49,80320,Petrol,110,1,1,1600,3,1070,11.293786385047257
10750,49,80090,Petrol,97,1,0,1400,3,1030,11.290918767193082
10895,53,79800,Petrol,110,0,0,1600,5,1075,11.287291314687705
11500,47,78785,CNG,110,1,0,1600,5,1119,11.27449059508706
9750,48,78600,Petrol,110,1,0,1600,5,1075,11.272139700982676
10250,55,77780,Petrol,110,0,0,1600,3,1040,11.261652464402612
12500,49,77648,Petrol,110,0,0,1600,4,1030,11.259953950193843
11950,54,77270,Petrol,110,1,0,1600,4,1035,11.255074002477121
10750,50,76167,Petrol,97,1,0,1400,5,1060,11.240696705965528
11450,46,75249,Petrol,110,1,0,1600,4,1035,11.228571182611121
11950,54,75231,Petrol,110,1,0,1600,5,1080,11.228331951339795
11750,48,75045,Petrol,110,1,0,1600,3,1055,11.225856537839764
10950,50,74849,Petrol,110,1,1,1600,4,1060,11.223241389847775
11950,55,74715,Petrol,110,1,0,1600,5,1080,11.221449538279193
10995,49,74656,Diesel,69,0,0,1900,3,1105,11.220659569502129
11450,56,74500,Petrol,97,0,0,1400,3,1025,11.218567827096358
8900,49,74494,Petrol,110,1,0,1600,5,1075,11.21848728802144
10500,50,73634,Petrol,110,0,0,1587,5,1075,11.206875735160262
11750,47,73403,Petrol,110,1,0,1600,5,1075,11.203733709030566
11450,49,73175,Petrol,97,1,0,1400,3,1030,11.2006227773362
12000,52,73000,Petrol,110,0,0,1600,3,1055,11.19822841866684
11950,50,72242,Petrol,110,0,1,1600,3,1070,11.187790715467797
9850,53,72000,Petrol,97,1,0,1400,3,1025,11.184435286790631
10950,54,71725,Petrol,110,1,0,1600,4,1035,11.180608582892493
10950,54,71276,Petrol,110,0,0,1600,5,1080,11.174328973716898
8695,50,70440,Diesel,69,1,0,1900,3,1105,11.162530758988646
10990,53,70239,Petrol,110,0,0,1600,3,1040,11.159673228308998
9500,55,69813,Petrol,97,1,0,1400,3,1025,11.153589841704278
11950,49,69659,Petrol,86,0,0,1300,3,1025,11.151381543919992
10750,46,69574,Petrol,97,0,0,1400,5,1065,11.150160586394092
8750,47,69000,Diesel,69,1,0,1900,5,1140,11.141876276228
8750,49,68565,Petrol,110,1,0,1600,4,1030,11.135552064028248
11450,55,68520,Diesel,72,1,0,2000,3,1115,11.134895546610604
9950,46,68414,Petrol,97,0,0,1400,3,1025,11.13334737781391
11950,56,66777,Petrol,110,0,0,1600,5,1090,11.10912896396261
13950,52,66527,Petrol,110,1,0,1600,5,1080,11.10537819065774
11250,54,66063,Petrol,110,1,0,1600,5,1090,11.098379248125871
10900,50,65471,Petrol,97,1,0,1400,5,1060,11.089377849311298
9750,56,65400,Petrol,97,1,0,1400,3,1025,11.088292827848269
9950,52,65170,Petrol,97,1,0,1400,3,1025,11.084769863692358
11950,56,65000,Petrol,110,1,0,1600,5,1075,11.082157933374816
10450,48,64193,Petrol,110,1,0,1600,3,1040,11.069665027366662
8950,54,64000,Petrol,97,1,0,1400,3,1025,11.06665398721974
10250,54,63792,Petrol,110,1,0,1600,5,1075,11.063398745445097
9930,53,63635,Petrol,110,1,0,1600,4,1035,11.06093462692513
10500,54,63135,Petrol,110,1,0,1600,3,1050,11.053046408822341
11950,54,63123,Petrol,110,1,0,1600,4,1035,11.052856324868022
11500,48,63000,Diesel,69,1,0,1900,5,1140,11.050905878263567
11500,55,63000,Petrol,110,0,0,1600,4,1035,11.050905878263567
11450,54,62987,Petrol,110,0,0,1600,5,1080,11.0506995110403
9900,56,62751,Petrol,110,0,0,1600,3,1050,11.046945728996073
9500,54,62519,Petrol,97,0,0,1400,3,1025,11.043241784535413
10500,50,62280,Petrol,97,1,0,1400,5,1060,11.039411682337978
10750,50,61672,Petrol,110,0,0,1600,5,1075,11.029601512821493
8950,54,61000,Diesel,69,0,0,2000,5,1140,11.0186455364637
12000,56,61000,Petrol,110,1,0,1600,3,1050,11.0186455364637
9940,53,60558,Petrol,110,1,0,1600,4,1105,11.011373375425459
10950,47,60348,Petrol,110,0,0,1600,4,1030,11.007899656380108
10750,54,60239,Petrol,110,1,0,1600,5,1075,11.006091862473776
9799,51,59000,Petrol,97,1,0,1400,3,1025,10.985309671896763
11750,51,58761,Petrol,97,0,0,1300,5,1060,10.981250666468277
11950,54,58745,Petrol,110,1,0,1600,4,1035,10.980978344582127
11250,52,58596,Petrol,110,1,0,1600,3,1045,10.97843877971537
11750,54,58530,Petrol,110,0,0,1600,5,1075,10.97731180739474
10950,55,58377,Petrol,110,1,0,1600,3,1050,10.974694385513637
11250,56,58142,Petrol,110,1,0,1600,5,1080,10.970660772368857
9950,53,57948,Petrol,97,1,0,1400,3,1025,10.967318592363615
9700,51,57645,Petrol,110,0,0,1600,5,1080,10.962076139074918
11950,47,57500,Petrol,110,1,0,1600,4,1105,10.959557617938563
9900,53,57475,Petrol,110,0,0,1600,3,1040,10.959122748349097
9990,55,56743,Petrol,110,0,0,1600,3,1045,10.946305202881923
9475,48,56675,Petrol,97,1,0,1400,3,1025,10.945106119684118
11500,54,55877,Petrol,110,1,0,1600,5,1075,10.930926021749713
11950,53,55500,Petrol,110,1,0,1600,4,1035,10.92415631759022
11500,55,54900,Petrol,97,1,0,1400,5,1060,10.91328684226798
10500,50,54465,Petrol,110,0,0,1600,5,1075,10.905331932762941
10900,46,53700,Petrol,97,1,0,1400,5,1060,10.891186902297498
11700,52,53561,Petrol,97,1,0,1400,5,1060,10.888595140407418
11900,51,53408,Petrol,110,1,0,1600,5,1080,10.885734550072973
13950,51,53268,Petrol,110,1,0,1600,5,1080,10.883109827442746
10950,49,53116,Petrol,97,1,0,1400,3,1025,10.880252306651878
10500,56,52448,Petrol,97,0,0,1400,3,1025,10.867596547865759
10750,55,52149,Petrol,97,1,0,1400,3,1085,10.861879460428918
11950,55,52141,Petrol,110,1,0,1600,5,1070,10.86172604501804
10000,56,52000,Petrol,97,0,0,1400,3,1025,10.859018228147887
10495,48,50967,Petrol,97,1,0,1400,5,1060,10.838953263796324
11450,50,50400,Petrol,110,0,0,1600,5,1080,10.827766295132466
9400,54,50000,Petrol,97,1,0,1400,3,1025,10.819798284210286
11950,51,50000,Petrol,86,1,0,1300,5,1045,10.819798284210286
9650,53,49969,Petrol,110,0,0,1600,5,1075,10.819178104338251
18950,49,49568,Petrol,110,1,0,1600,3,1105,10.8111209173191
11450,51,49473,Petrol,110,0,0,1600,3,1055,10.809202558038098
10250,52,49432,Petrol,110,1,0,1600,3,1050,10.808373496346844
11450,48,49417,Petrol,110,1,0,1600,3,1045,10.808070009278122
9950,54,49366,Petrol,97,1,0,1400,3,1025,10.807037463759448
10500,56,48731,Petrol,110,1,0,1600,3,1055,10.794091177474298
13750,54,48370,Petrol,110,1,0,1600,5,1080,10.786655739574796
9950,48,48071,Petrol,97,0,0,1400,3,1025,10.780455166013764
10250,54,47852,Petrol,110,1,0,1600,4,1030,10.775889090840558
10850,54,47768,Petrol,110,0,0,1600,3,1055,10.774132172524535
11895,52,47689,Petrol,110,0,0,1600,5,1075,10.77247701129227
12950,53,47451,Petrol,110,1,0,1600,3,1055,10.767473952780994
11950,50,47219,Petrol,110,1,0,1600,5,1080,10.762572810639504
10750,56,47211,Petrol,110,1,0,1600,5,1070,10.76240337654896
9550,54,46856,Petrol,97,0,0,1400,5,1060,10.754855689525833
10950,56,46500,Petrol,86,0,0,1300,5,1035,10.747229096720554
11750,52,46449,Petrol,110,1,0,1600,4,1035,10.746131744241984
10950,47,46391,Petrol,110,0,0,1600,5,1075,10.744882309556276
12450,54,46230,Petrol,110,1,0,1600,3,1055,10.741405847723883
10500,52,46029,Petrol,110,1,0,1600,4,1030,10.737048636811288
10900,50,46000,Petrol,97,0,0,1400,3,1025,10.736418414365376
12950,50,45900,Petrol,110,1,0,1600,5,1075,10.734242182303689
10950,47,45850,Petrol,97,0,0,1400,5,1060,10.733152287697589
12500,56,45336,Petrol,110,1,0,1600,5,1080,10.72187875513222
9950,55,44537,Petrol,97,0,0,1400,3,1025,10.704098036345602
10750,56,43700,Petrol,86,1,0,1300,3,1025,10.685126264117057
12500,48,43120,Petrol,97,1,0,1400,3,1030,10.671765396408588
10450,49,41710,Petrol,110,0,0,1600,3,1040,10.638520161969526
10750,52,41700,Petrol,97,1,0,1400,3,1025,10.638280388314705
12950,49,41636,Petrol,110,1,0,1600,5,1105,10.63674447402395
10995,50,41273,Petrol,97,0,0,1400,5,1060,10.627988040754069
11950,49,40836,Petrol,110,0,1,1600,3,1075,10.617343812185764
11250,50,40400,Petrol,97,1,0,1400,5,1060,10.606609816118151
11950,47,40361,Petrol,110,1,0,1600,5,1090,10.60564402725366
13750,54,40325,Petrol,86,0,0,1300,5,1045,10.60475170119802
11000,47,40000,Petrol,110,0,0,1600,5,1080,10.596659732783579
13500,50,39706,Petrol,110,1,0,1600,5,1080,10.589282773550448
10950,54,39291,Petrol,110,1,0,1600,3,1040,10.578776214794761
10750,54,39000,Petrol,97,0,0,1400,3,1025,10.571342565808699
8950,47,38900,Petrol,97,1,0,1400,3,1025,10.568775236216993
12950,51,38403,Petrol,110,0,0,1600,3,1055,10.555916899817515
9750,56,37461,Petrol,97,0,0,1400,3,1025,10.531082364855838
10900,54,37000,Petrol,97,1,0,1400,3,1025,10.518700218288165
10995,55,36406,Petrol,110,1,0,1600,4,1035,10.502516342828386
10750,48,36005,Petrol,97,1,0,1400,5,1065,10.491440870217568
10950,52,36000,Petrol,110,1,0,1600,5,1075,10.491301994830229
13000,49,36000,Petrol,110,0,0,1600,5,1080,10.491301994830229
12950,45,36000,Petrol,110,1,1,1600,3,1070,10.491301994830229
11500,52,35823,Petrol,110,0,0,1600,5,1075,10.486373338838536
10950,56,35230,Petrol,97,0,0,1400,3,1025,10.469681655831673
11710,48,35142,Petrol,110,0,0,1600,3,1055,10.467180730891574
9980,49,34890,Petrol,97,0,0,1400,3,1025,10.459984195277682
12250,51,34882,Petrol,110,1,0,1600,5,1075,10.45975488349865
11500,46,34000,Petrol,110,1,0,1600,5,1075,10.434145214930487
11950,56,33998,Petrol,110,0,0,1600,5,1080,10.434086391401058
11500,55,33230,Petrol,110,0,0,1600,3,1050,10.411238454185042
11900,46,33021,Petrol,110,1,0,1600,5,1080,10.404929284991777
11930,49,31999,Petrol,97,0,0,1400,3,1030,10.373491181781864
10500,52,31579,Petrol,97,0,0,1400,3,1025,10.360279287809632
8950,56,31000,Petrol,97,0,0,1400,3,1025,10.34177474101152
10450,46,30806,Petrol,97,1,0,1400,5,1060,10.335497215866404
10500,55,30461,Petrol,86,1,0,1300,5,1050,10.32423528417545
12950,50,29686,Petrol,110,1,1,1600,3,1075,10.298464518529904
9950,55,29650,Petrol,86,0,0,1300,3,1025,10.297251130669952
12900,52,29500,Petrol,110,1,0,1600,3,1055,10.292179440058462
9950,48,28656,Petrol,97,0,0,1400,3,1085,10.263153020397368
9950,55,27500,Petrol,97,1,0,1400,3,1025,10.221977646629885
10950,48,26938,Petrol,110,1,0,1600,3,1040,10.201330329750538
10950,53,26624,Petrol,97,0,0,1400,5,1060,10.189605903011726
9950,47,26221,Petrol,97,1,0,1400,3,1025,10.174354032059346
10950,50,22648,Petrol,97,1,0,1400,5,1060,10.02787097982616
10800,50,22500,Petrol,97,1,0,1400,3,1025,10.021315031649332
10500,56,19313,Petrol,97,0,0,1400,3,1025,9.868585500526864
10450,50,17619,Petrol,110,0,0,1600,4,1030,9.77678989949017
10600,51,17069,Petrol,97,1,0,1400,3,1025,9.745077815788486
10450,48,15000,Petrol,97,1,0,1400,3,1025,9.61587214452889
12950,50,10210,Petrol,97,0,0,1400,5,1065,9.231220849555537
11250,47,5309,Petrol,110,1,1,1600,3,1070,8.577347114235984
7500,50,1,Diesel,90,1,0,2000,3,1260,0.6931471805599453
8950,52,31000,Petrol,97,0,0,1398,3,1025,10.34177474101152
6950,58,205000,Diesel,72,1,0,2000,4,1100,12.230770136157428
7900,68,204250,Diesel,72,0,0,2000,3,1115,12.227104908671096
5950,68,194545,Petrol,86,0,0,1300,4,1000,12.178423917934051
7500,59,190900,Diesel,72,1,0,2000,3,1115,12.159510248044802
7500,62,183500,Diesel,72,1,0,2000,5,1140,12.119975396053194
6900,65,176184,Diesel,72,1,0,2000,3,1115,12.079289858326922
5751,67,174833,Diesel,72,0,0,2000,4,1100,12.071592231298496
6950,68,155720,Petrol,86,1,0,1300,3,1015,11.95582122348646
7950,67,155500,Petrol,110,1,0,1600,5,1050,11.954407441448915
7750,59,154783,Diesel,72,1,0,2000,3,1120,11.949785875622709
7950,64,154462,Diesel,72,1,0,2000,5,1135,11.947709864438849
8250,64,150585,Petrol,110,1,0,1600,3,1065,11.92228962853936
6250,67,149000,Diesel,90,1,0,2000,5,1135,11.91170829631447
9500,62,147636,Diesel,72,0,0,2000,5,1135,11.902511837240928
6900,59,144521,Diesel,72,1,0,2000,5,1135,11.881187024080848
8450,64,144000,CNG,110,1,0,1600,3,1065,11.87757552297847
7350,65,140168,Diesel,72,1,0,2000,3,1115,11.850604116437463
8950,68,140000,Petrol,110,1,0,1600,5,1085,11.849404844423074
6900,60,139800,Diesel,72,0,0,2000,3,1115,11.847975261832087
8950,59,137050,CNG,110,1,0,1600,3,1078,11.82810839831139
8750,61,136956,Petrol,110,0,0,1600,3,1065,11.82742228693006
7950,67,135337,CNG,110,1,0,1600,5,1120,11.815530632079865
8950,64,133769,Diesel,72,1,0,2000,3,1120,11.803877186289633
8950,58,133405,Diesel,72,1,0,2000,5,1135,11.801152388963446
8950,65,132807,Diesel,72,1,0,2000,5,1135,11.796659755173913
7950,64,132393,Diesel,72,0,0,2000,5,1135,11.793537604237645
7750,60,130270,Petrol,110,0,0,1600,3,1050,11.77737217502662
7500,59,130000,Diesel,72,1,0,2000,4,1135,11.775297421715827
8950,67,127000,Diesel,72,1,0,2000,5,1135,11.751950239425476
9800,67,126800,Diesel,72,0,0,2000,5,1135,11.750374207389497
9450,66,126452,Petrol,110,1,0,1600,5,1085,11.747625976609092
8950,62,125175,Diesel,116,0,0,2000,5,1150,11.737476025981893
8750,68,125000,Diesel,72,1,0,2000,3,1115,11.736077016252437
10500,61,123000,Diesel,72,0,0,2000,5,1135,11.719947764402807
7995,59,121626,Petrol,86,0,0,1300,5,1050,11.708714263340772
10450,64,120400,Petrol,110,0,0,1600,5,1090,11.698583117470207
9950,66,120000,Diesel,72,0,0,2000,4,1100,11.695255355062795
9950,68,119541,Petrol,110,0,0,1600,3,1055,11.691423053039692
8950,68,119500,Petrol,110,1,0,1600,5,1070,11.691080018519527
7950,68,119289,Petrol,110,1,0,1600,4,1035,11.68931278227599
10950,57,118833,Petrol,110,0,0,1600,3,1065,11.685482840250819
9950,64,118000,Diesel,72,1,0,2000,5,1150,11.678448377988165
8600,68,117955,Petrol,110,1,1,1600,4,1065,11.67806695255433
7250,65,117609,Petrol,86,0,0,1300,3,1015,11.675129344845082
6950,68,117000,Diesel,72,0,0,2000,3,1115,11.669937760751914
8000,64,116000,Petrol,86,0,0,1300,5,1045,11.661354090741
9950,58,115715,Petrol,110,0,0,1600,5,1070,11.658894192298385
9450,60,115191,CNG,110,1,0,1600,4,1079,11.654355580388106
7950,68,115071,Petrol,110,1,0,1600,3,1055,11.653313298391238
9450,63,115000,CNG,110,0,0,1600,3,1109,11.652696102959753
9950,64,114846,Petrol,110,1,0,1600,5,1075,11.651356086748658
6950,65,114383,Diesel,90,0,0,2000,3,1260,11.647316488006632
8250,59,113700,Petrol,110,1,0,1600,5,1065,11.641327474774709
9950,67,113118,Petrol,86,1,0,1300,3,1020,11.636195640921594
8250,59,112827,Petrol,86,1,0,1300,5,1040,11.633619814193239
9950,68,112116,Petrol,110,1,0,1600,5,1070,11.627298247874727
10500,66,112000,Petrol,110,1,0,1600,3,1065,11.626263078808801
7950,62,112000,Diesel,72,0,0,2000,4,1135,11.626263078808801
9750,65,111769,Petrol,110,0,0,1600,3,1065,11.624198467379657
9250,61,110853,Petrol,110,1,0,1600,5,1070,11.615969299192695
9500,68,110287,Petrol,110,1,0,1600,3,1050,11.610850405125433
9950,62,109547,Petrol,110,0,0,1600,5,1075,11.604118088353081
7750,63,109230,Petrol,110,0,0,1600,3,1050,11.601220184789732
9500,68,109150,Petrol,110,0,0,1600,5,1075,11.600487523640199
9950,67,108793,Petrol,110,1,0,1600,4,1035,11.5972114648245
9750,64,106784,Petrol,110,0,1,1600,3,1050,11.578572746206083
9750,58,105942,Petrol,86,0,0,1300,5,1040,11.570656492613374
5950,59,105000,Petrol,86,1,0,1300,3,1015,11.561725152903833
8500,62,105000,Petrol,86,0,0,1300,5,1040,11.561725152903833
8495,68,104299,Petrol,110,1,0,1600,5,1085,11.555026640988864
9250,67,104000,Petrol,86,0,0,1300,3,1020,11.552155793461898
6900,68,104000,Petrol,86,1,0,1300,3,1015,11.552155793461898
8950,58,103458,Petrol,86,1,0,1300,3,1025,11.546930677939558
9500,63,103400,Petrol,110,1,0,1600,5,1075,11.546369912189585
9250,63,102807,Petrol,86,0,0,1300,5,1055,11.540618449986978
9895,68,102494,Petrol,110,0,0,1600,5,1090,11.537569295882989
9950,57,102300,Diesel,72,1,0,2000,5,1135,11.535674727063007
7950,61,102106,Petrol,110,0,0,1600,3,1050,11.533776562037675
8750,68,101889,Petrol,110,1,0,1600,5,1075,11.53164907896833
8250,57,101791,Diesel,72,0,0,2000,3,1115,11.53068679454887
8950,63,101469,Petrol,110,1,0,1600,3,1065,11.52751846727313
8950,68,101001,Petrol,110,0,0,1600,5,1075,11.522895597607539
8950,61,100748,Petrol,110,0,0,1600,5,1070,11.520387554201358
8950,65,100550,Petrol,110,1,0,1600,5,1075,11.51842034045219
9450,67,99781,Petrol,110,1,0,1600,5,1085,11.510743085311162
8950,59,98658,Petrol,86,1,0,1300,3,1020,11.499424738916373
9250,65,98500,Petrol,110,1,0,1600,5,1075,11.49782197939291
8750,64,98291,Petrol,86,0,0,1300,4,1000,11.495697919303602
9950,61,97648,Petrol,110,1,0,1600,3,1065,11.489134695596988
9950,61,97425,Petrol,110,1,0,1600,5,1075,11.48684839446011
9900,65,97173,Petrol,86,0,0,1300,3,1015,11.484258464954843
8950,66,97046,Petrol,86,1,0,1300,4,1000,11.482950676218291
8950,67,96000,Petrol,110,1,0,1600,3,1050,11.472113887062386
12250,60,96000,Diesel,72,0,0,2000,4,1100,11.472113887062386
9250,67,95750,Petrol,110,1,0,1600,5,1070,11.469506350852585
10250,61,95147,Petrol,110,1,0,1600,3,1050,11.4631888530604
8950,68,95000,Petrol,110,0,0,1600,3,1050,11.461642696843066
7999,65,95000,Petrol,110,1,0,1600,3,1050,11.461642696843066
9900,66,94606,Petrol,110,0,0,1600,3,1065,11.457486748074087
8250,63,94504,Petrol,86,1,0,1300,4,1000,11.456408022135056
10500,65,93428,Petrol,110,1,0,1600,5,1075,11.444957068529465
8450,65,93408,Petrol,86,0,0,1300,3,1015,11.444742979317672
9900,68,93296,Petrol,110,1,0,1600,5,1090,11.443543231977637
10500,62,93098,Petrol,110,1,0,1600,5,1075,11.441418722068912
8500,67,92922,Diesel,72,1,0,2000,4,1100,11.439526472200448
9500,61,92498,Petrol,110,1,0,1600,3,1050,11.434953112631268
9450,65,92226,Petrol,110,0,0,1600,3,1065,11.432008208323529
9900,68,91505,Diesel,72,0,0,2000,3,1115,11.424159822884238
8250,64,91333,Petrol,110,1,0,1600,3,1050,11.422278395945531
8750,65,91246,Petrol,86,1,0,1300,3,1015,11.421325394191959
9500,58,91000,Petrol,110,1,0,1600,5,1075,11.418625774449596
8450,68,90727,Petrol,110,0,0,1600,3,1050,11.415621298495166
8490,62,90000,Petrol,110,0,0,1600,3,1050,11.407576060361786
8750,60,89576,Petrol,110,0,0,1600,4,1035,11.402853869582282
9750,64,89145,Petrol,86,1,0,1300,3,1025,11.398030754085015
9950,63,89000,Petrol,110,1,0,1600,5,1085,11.39640288460621
8500,68,88807,Petrol,110,0,0,1600,3,1050,11.394232015012483
8450,63,88685,Petrol,110,0,0,1600,5,1070,11.392857320440127
7900,62,88667,Petrol,110,1,0,1600,4,1040,11.392654336576648
8750,57,88480,Petrol,110,1,0,1600,3,1050,11.390543118681444
7950,61,88127,Petrol,86,0,0,1300,3,1015,11.386545582088326
6900,62,88000,Petrol,86,0,0,1300,3,1020,11.385103457032141
8150,65,87821,Petrol,86,1,0,1300,3,1015,11.383067317712001
10995,59,87654,Petrol,86,1,1,1300,5,1065,11.381163933787974
8900,59,86888,Petrol,110,1,0,1600,3,1050,11.37238672096279
9500,59,86871,Petrol,86,1,0,1300,5,1040,11.372191049896736
8950,68,86714,Petrol,110,1,0,1600,4,1035,11.370382158184686
11500,65,85889,Petrol,110,0,0,1600,3,1065,11.36082268676027
10450,62,85000,Petrol,110,1,0,1600,3,1050,11.350418300109132
10500,60,85000,Petrol,86,1,0,1300,3,1025,11.350418300109132
9250,68,84976,Petrol,110,1,0,1600,4,1035,11.350135910621557
10950,65,84558,Petrol,110,1,0,1600,5,1120,11.345204794551771
10450,62,84549,Petrol,110,0,0,1600,5,1075,11.345098354326726
9250,68,84482,Petrol,110,1,0,1600,5,1075,11.344305609673212
8750,62,83908,Petrol,110,1,0,1600,5,1070,11.337488157262413
8750,67,83560,Petrol,86,0,0,1300,3,1015,11.333332183047432
9800,68,83000,Petrol,107,1,1,1600,5,1100,11.326607934898927
8250,64,82723,Petrol,86,0,0,1300,3,1015,11.323265044472567
10450,62,82421,Petrol,110,1,0,1600,3,1065,11.31960767055326
9750,58,82254,Petrol,110,0,0,1600,5,1050,11.31757945705352
8950,61,82115,Petrol,110,1,0,1600,3,1055,11.315888160740498
7450,65,82000,Petrol,86,1,0,1300,3,1015,11.314486721293981
8450,68,81965,Petrol,86,1,0,1300,5,1035,11.314059806115543
8250,66,81250,Petrol,110,0,0,1600,3,1050,11.305298407808552
10950,65,81192,Petrol,110,1,0,1600,3,1065,11.30458431553719
8950,61,81170,Petrol,110,1,0,1600,4,1040,11.304313319501928
8750,66,81083,Petrol,86,0,0,1300,3,1015,11.303240933340176
10450,61,80714,Petrol,110,1,0,1600,5,1075,11.29867971059163
10950,57,80470,Petrol,110,0,0,1600,5,1085,11.295652150054389
8450,65,80439,Petrol,110,1,0,1600,4,1035,11.295266843886589
9950,59,80430,Petrol,110,1,0,1600,3,1065,11.295154952992526
9950,68,80426,Petrol,110,1,0,1600,3,1055,11.295105219687365
8750,62,80265,Petrol,86,0,0,1300,3,1015,11.29310139806636
9950,65,80153,Petrol,110,0,0,1600,5,1070,11.291705063217867
9500,68,80121,Petrol,110,0,0,1600,5,1070,11.29130575202436
8250,65,80086,Petrol,110,1,0,1600,4,1035,11.290868822756257
10950,62,80000,Petrol,110,0,0,1600,5,1075,11.289794413577894
7950,60,80000,Petrol,86,0,0,1300,5,1015,11.289794413577894
8250,65,80000,Petrol,86,1,0,1300,2,1015,11.289794413577894
9895,67,79858,Petrol,110,1,0,1600,4,1040,11.288017858625464
9130,67,79762,Petrol,86,1,0,1300,3,1015,11.28681501676689
10950,59,79660,Petrol,86,0,1,1300,5,1065,11.285535410008588
10500,60,79150,Petrol,110,1,0,1600,5,1075,11.279112699468135
8900,61,79000,Petrol,110,1,0,1600,3,1050,11.277215789596893
9500,57,78955,Petrol,86,1,0,1300,5,1045,11.276646014262878
10950,59,78750,Diesel,90,1,0,1975,5,1155,11.274046255019954
7950,68,78521,Petrol,86,0,0,1300,3,1015,11.271134119283536
7950,64,78356,Petrol,86,1,0,1300,3,1015,11.26903058648639
7950,65,78076,Petrol,86,1,0,1300,3,1015,11.265450798217678
9500,61,78063,Petrol,107,1,1,1600,5,1100,11.26528428205562
10950,67,77821,Petrol,110,1,0,1600,5,1075,11.262179446542401
9750,68,77695,Petrol,110,1,0,1600,4,1035,11.260559054979115
9750,65,77500,Petrol,110,1,0,1600,3,1050,11.258046118484
9450,63,77457,Petrol,110,1,0,1600,3,1055,11.257491132957457
8950,68,77029,Petrol,86,1,0,1300,3,1015,11.251950235347012
8950,68,77008,Petrol,86,1,0,1300,3,1015,11.251677577122404
8900,66,76791,Petrol,110,1,0,1600,5,1070,11.248855747043374
9950,61,76700,Petrol,86,1,0,1300,5,1035,11.247670025080003
8750,67,76569,Petrol,86,1,0,1300,3,1020,11.245960634107169
8950,59,76162,Petrol,110,1,0,1600,5,1075,11.240631059445754
8990,65,76155,Petrol,110,1,0,1600,4,1035,11.240539147077568
8950,61,75609,Petrol,86,1,0,1300,3,1015,11.233343828552316
8950,62,75569,Diesel,72,1,0,2000,3,1120,11.232814658014766
9950,67,75429,Petrol,110,1,0,1600,3,1065,11.230960352847676
9900,68,75000,Petrol,110,1,0,1600,5,1075,11.225256725762893
8950,65,75000,Petrol,86,0,0,1300,3,1015,11.225256725762893
8950,62,75000,Petrol,110,1,0,1600,5,1070,11.225256725762893
9500,66,74963,Petrol,107,0,1,1600,3,1085,11.22476327728157
7950,68,74889,Petrol,86,1,0,1300,3,1015,11.223775649243413
7750,68,74875,Petrol,110,0,0,1600,5,1070,11.22358869092122
8950,63,74747,Petrol,110,1,0,1600,5,1075,11.221877735042145
11950,60,74720,Petrol,110,1,0,1600,5,1085,11.221516456110812
8950,62,74457,Petrol,110,0,0,1600,5,1075,11.217990487006878
